id,batch_id,user_id,name,actionable_type,actionable_id,target_type,target_id,model_type,model_id,fields,status,exception,created_at,updated_at,original,changes
17,9cf473a9-0874-46cd-a56d-0eb24bdfc581,2,Create,App\Models\State,1,App\Models\State,1,App\Models\State,1.0,,finished,,2024-09-07 22:27:44,2024-09-07 22:27:44,,"{""flow_id"":1,""name"":""Hello"",""message_type"":""text"",""message_content"":""Welcome to Emsherif Cafe ChatBot, we are happy to see you here"",""next_state_id"":null,""updated_at"":""2024-09-07T19:27:44.000000Z"",""created_at"":""2024-09-07T19:27:44.000000Z"",""id"":1}"
18,9cf4742d-ed43-4ce3-bc16-8a6dd87c99e2,2,Create,App\Models\State,2,App\Models\State,2,App\Models\State,2.0,,finished,,2024-09-07 22:29:11,2024-09-07 22:29:11,,"{""flow_id"":1,""name"":""Please Choose of the following options"",""message_type"":""list"",""message_content"":""Continue our conversation,\r\nOnline Menu,\r\nInstagram Page"",""next_state_id"":null,""updated_at"":""2024-09-07T19:29:11.000000Z"",""created_at"":""2024-09-07T19:29:11.000000Z"",""id"":2}"
19,9cf47458-a83a-4ccc-85ac-7ac6f07780d7,2,Update,App\Models\State,1,App\Models\State,1,App\Models\State,1.0,,finished,,2024-09-07 22:29:39,2024-09-07 22:29:39,"{""next_state_id"":null}","{""next_state_id"":2}"
20,9cf4b662-3eb9-4182-9b32-63a66f1b343a,2,Update,App\Models\Bot,2,App\Models\Bot,2,App\Models\Bot,2.0,,finished,,2024-09-08 01:34:18,2024-09-08 01:34:18,"{""access_token"":""EAAL3iLldX6YBO55oDWCWujK49kaqcmRFvCasI1lPxKIZCZB6kdoXKue8ljzC302qL0ENe73srZB4DzE6i7BGI3VAPTRww3bZA9x8Yy5xWzAwdzXCGrhKZAfLZCrCmruUVR1MxpB3MCzoN9FOSepo1ZB2QTEprLpGElzxibKLInPRxkcsyaVZBCixEgKUHyRmXVdisK9LARDLZBOK0Ax6hjc2z74aXQYYgIfGICKzhd8Op"",""status"":1}","{""access_token"":""EAAL3iLldX6YBOxCV1fvsb8HoLsD3CJyGZAUlHGeLZAwt8qht5wte53ZBablIyLehjZBpHIhngUXKwNdautd8gTmX92S7x3OjU5vMSjnX9ebmWA1UIlZC6OLBEplYGSB2WPTVFSYOSfr0GhWZCvBQDkmuJjgBU77G1D8Gwf8cTKICcgVQI9sMW67IalbR0cKT64JvcParmE0x3MxBSe"",""status"":true}"
21,9cf58e84-5acc-4b1f-94e9-750f5a9ce383,2,Update,App\Models\Bot,2,App\Models\Bot,2,App\Models\Bot,2.0,,finished,,2024-09-08 11:38:39,2024-09-08 11:38:39,"{""status"":1,""unavailable_message"":null}","{""status"":true,""unavailable_message"":""Sorry Our Bot is currently unavailable""}"
22,9cf59ef3-7bbc-4846-87fb-a62b0a1f188e,2,Create,App\Models\ObjectItem,1,App\Models\ObjectItem,1,App\Models\ObjectItem,1.0,,finished,,2024-09-08 12:24:36,2024-09-08 12:24:36,,"{""name"":""Feuillets de Pomme"",""path"":""R2Pft8pljWFD7mDEVmyRFdjoUdmQNCXKOSKf1FoQ.zip"",""updated_at"":""2024-09-08T09:24:36.000000Z"",""created_at"":""2024-09-08T09:24:36.000000Z"",""id"":1}"
23,9cf5b12e-f0d5-4a7d-a362-26ec006a2ea6,2,Delete,App\Models\ObjectItem,1,App\Models\ObjectItem,1,App\Models\ObjectItem,1.0,,finished,,2024-09-08 13:15:35,2024-09-08 13:15:35,,
24,9cf5b163-e220-453a-968f-c45609590286,2,Create,App\Models\ObjectItem,2,App\Models\ObjectItem,2,App\Models\ObjectItem,2.0,,finished,,2024-09-08 13:16:10,2024-09-08 13:16:10,,"{""name"":""Feuilletes de Pomme"",""path"":""Jrjb9mGgcHv4VQCQAFinRHI6QXounISJR0XKILiq.zip"",""updated_at"":""2024-09-08T10:16:10.000000Z"",""created_at"":""2024-09-08T10:16:10.000000Z"",""id"":2}"
25,9cf5b954-a658-4c9d-9619-44e7beaf862e,2,Delete,App\Models\ObjectItem,2,App\Models\ObjectItem,2,App\Models\ObjectItem,2.0,,finished,,2024-09-08 13:38:22,2024-09-08 13:38:22,,
26,9cf5bb1e-e9bf-4be4-9632-fd6c866b7c58,2,Create,App\Models\ObjectItem,3,App\Models\ObjectItem,3,App\Models\ObjectItem,3.0,,finished,,2024-09-08 13:43:22,2024-09-08 13:43:22,,"{""name"":""test object"",""path"":""3dobjects\/08-09-2024.usdz"",""updated_at"":""2024-09-08T10:43:22.000000Z"",""created_at"":""2024-09-08T10:43:22.000000Z"",""id"":3}"
27,9cf60859-a0d2-4b5e-bfdd-4c84c800bd6c,2,Create,App\Models\Menu,1,App\Models\Menu,1,App\Models\Menu,1.0,,finished,,2024-09-08 17:19:19,2024-09-08 17:19:19,,"{""name"":""Em Sherif Menu"",""path"":""your_directory\/7lsGn0nw3JCWLLQDpycWNDgSnDFdooH6oWEXoGtK.pdf"",""bot_id"":2,""currency"":""FCFA"",""updated_at"":""2024-09-08T14:19:19.000000Z"",""created_at"":""2024-09-08T14:19:19.000000Z"",""id"":1}"
28,9cf608b9-6e37-4cf3-93e9-a068191c7100,2,Update,App\Models\Menu,1,App\Models\Menu,1,App\Models\Menu,1.0,,finished,,2024-09-08 17:20:22,2024-09-08 17:20:22,"{""path"":""your_directory\/7lsGn0nw3JCWLLQDpycWNDgSnDFdooH6oWEXoGtK.pdf""}","{""path"":""menus\/gCZMSKCgbvrydu8F8m2579XoPRPjgVwFIpvYNHNb.pdf""}"
29,9cf7d8b8-5d7b-41a1-98c6-268462b448ba,2,Create,App\Models\User,3,App\Models\User,3,App\Models\User,3.0,,finished,,2024-09-09 14:57:48,2024-09-09 14:57:48,,"{""name"":""Georges Mansour"",""email"":""Georges@xpertbot.online"",""updated_at"":""2024-09-09T11:57:48.000000Z"",""created_at"":""2024-09-09T11:57:48.000000Z"",""id"":3}"
30,9cf836a1-40c5-4aef-9534-b7d1a9a5d214,3,Create,App\Models\Company,1,App\Models\Company,1,App\Models\Company,1.0,,finished,,2024-09-09 19:20:23,2024-09-09 19:20:23,,"{""name"":""Kladi cafe"",""phone_number"":""07826000680"",""address"":""Baghdad - \u0627\u0644\u064a\u0631\u0645\u0648\u0643"",""country"":""Iraq"",""business_type"":""Restaurant"",""website"":null,""social_media"":""@kladi_cafe"",""contacted"":false,""verified"":false,""notes"":null,""updated_at"":""2024-09-09T16:20:23.000000Z"",""created_at"":""2024-09-09T16:20:23.000000Z"",""id"":1}"
31,9cf8372f-1715-4bcf-8dfc-13652bec2899,3,Create,App\Models\Company,2,App\Models\Company,2,App\Models\Company,2.0,,finished,,2024-09-09 19:21:56,2024-09-09 19:21:56,,"{""name"":""\u0645\u0637\u0639\u0645 \u0646\u0648\u062d"",""phone_number"":""07710011010"",""address"":""Baghdad - \u0645\u0642\u0627\u0628\u064a\u0644 \u0628\u0631\u062c \u0627\u0644\u0645\u0623\u0645\u0648\u0646"",""country"":""Iraq"",""business_type"":""Restaurant"",""website"":null,""social_media"":""@nooh.rest"",""contacted"":false,""verified"":false,""notes"":null,""updated_at"":""2024-09-09T16:21:56.000000Z"",""created_at"":""2024-09-09T16:21:56.000000Z"",""id"":2}"
32,9cf83793-cc64-4715-9b85-ed249c94c342,3,Create,App\Models\Company,3,App\Models\Company,3,App\Models\Company,3.0,,finished,,2024-09-09 19:23:02,2024-09-09 19:23:02,,"{""name"":""Soya restaurant"",""phone_number"":""07709999513"",""address"":""Baghdad - \u0627\u0644\u064a\u0631\u0645\u0648\u0643"",""country"":""Iraq"",""business_type"":""Restaurant"",""website"":null,""social_media"":""@soya.iq"",""contacted"":false,""verified"":false,""notes"":null,""updated_at"":""2024-09-09T16:23:02.000000Z"",""created_at"":""2024-09-09T16:23:02.000000Z"",""id"":3}"
33,9cf83811-49be-4586-9694-59ecf0cc4d92,3,Create,App\Models\Company,4,App\Models\Company,4,App\Models\Company,4.0,,finished,,2024-09-09 19:24:24,2024-09-09 19:24:24,,"{""name"":""Mariam cafe"",""phone_number"":""07717666444"",""address"":""Baghdad - \u0627\u0644\u064a\u0631\u0645\u0648\u0643"",""country"":""Iraq"",""business_type"":""Restaurant"",""website"":null,""social_media"":""@mariamcafe.iq"",""contacted"":false,""verified"":false,""notes"":null,""updated_at"":""2024-09-09T16:24:24.000000Z"",""created_at"":""2024-09-09T16:24:24.000000Z"",""id"":4}"
34,9cf838a4-94dc-4207-a052-c6442dccee09,3,Create,App\Models\Company,5,App\Models\Company,5,App\Models\Company,5.0,,finished,,2024-09-09 19:26:01,2024-09-09 19:26:01,,"{""name"":""Eve cafe"",""phone_number"":""07844445588"",""address"":""Baghdad - \u0627\u0644\u064a\u0631\u0645\u0648\u0643"",""country"":""Iraq"",""business_type"":""Restaurant"",""website"":null,""social_media"":""@eve.iraqi"",""contacted"":false,""verified"":false,""notes"":null,""updated_at"":""2024-09-09T16:26:01.000000Z"",""created_at"":""2024-09-09T16:26:01.000000Z"",""id"":5}"
35,9cf839b2-014b-4d06-a794-d5231bf0f8ae,2,Create,App\Models\Plan,1,App\Models\Plan,1,App\Models\Plan,1.0,,finished,,2024-09-09 19:28:57,2024-09-09 19:28:57,,"{""name"":""Basic"",""description"":""Designed for small businesses or cafes with a limited menu, offering essential chatbot features with 3D menus."",""monthly_price"":""60"",""yearly_price"":""720"",""3d_items_limit"":""10"",""api_limit"":""1000"",""storage_limit"":""1 GB"",""extra_api_price"":""0.05"",""extra_3d_item_price"":""50"",""extra_storage_price"":""30"",""updated_at"":""2024-09-09T16:28:57.000000Z"",""created_at"":""2024-09-09T16:28:57.000000Z"",""id"":1}"
36,9cf83a63-8908-4986-8082-ed19e47b7d88,2,Create,App\Models\Plan,2,App\Models\Plan,2,App\Models\Plan,2.0,,finished,,2024-09-09 19:30:54,2024-09-09 19:30:54,,"{""name"":""Standard"",""description"":""Ideal for medium-sized restaurants, includes more chatbot interactions, 3D menus, and integrations like social media."",""monthly_price"":""150"",""yearly_price"":""1800"",""3d_items_limit"":""50"",""api_limit"":""5000"",""storage_limit"":""2 GB"",""extra_api_price"":""0.05"",""extra_3d_item_price"":""50"",""extra_storage_price"":""30"",""updated_at"":""2024-09-09T16:30:54.000000Z"",""created_at"":""2024-09-09T16:30:54.000000Z"",""id"":2}"
37,9cf83a82-83ac-453e-8dee-8be6ad0ebb5a,2,Update,App\Models\Plan,1,App\Models\Plan,1,App\Models\Plan,1.0,,finished,,2024-09-09 19:31:14,2024-09-09 19:31:14,"{""storage_limit"":""1 GB""}","{""storage_limit"":""1""}"
38,9cf83a9c-9217-45e2-8382-bd29c8c9c4bb,2,Update,App\Models\Plan,2,App\Models\Plan,2,App\Models\Plan,2.0,,finished,,2024-09-09 19:31:31,2024-09-09 19:31:31,"{""storage_limit"":""2 GB""}","{""storage_limit"":""2""}"
39,9cf83b5e-19fc-4f8c-8438-4635120fd6f6,2,Create,App\Models\Plan,3,App\Models\Plan,3,App\Models\Plan,3.0,,finished,,2024-09-09 19:33:38,2024-09-09 19:33:38,,"{""name"":""Premium"",""description"":""Perfect for larger restaurants or chains, offering advanced chatbot features, analytics, and more 3D menu items."",""monthly_price"":""300"",""yearly_price"":""3600"",""3d_items_limit"":""100"",""api_limit"":""10000"",""storage_limit"":""3"",""extra_api_price"":""0.05"",""extra_3d_item_price"":""50"",""extra_storage_price"":""30"",""updated_at"":""2024-09-09T16:33:38.000000Z"",""created_at"":""2024-09-09T16:33:38.000000Z"",""id"":3}"
40,9cf84ec3-d50e-4c5a-a870-235e3a0dca89,2,Create,App\Models\Company,6,App\Models\Company,6,App\Models\Company,6.0,,finished,,2024-09-09 20:27:52,2024-09-09 20:27:52,,"{""name"":""Rico Cafe"",""phone_number"":""07 06 06 0619"",""address"":""Rue des Aliz\u00e9s, Abidjan"",""country"":""Cote d'Ivoire"",""business_type"":""Restaurant"",""website"":null,""social_media"":""https:\/\/www.instagram.com\/rico.cafeabidjan\/?hl=en"",""contacted"":false,""verified"":false,""notes"":""contacted bob on tiktok"",""plan_id"":2,""updated_at"":""2024-09-09T17:27:52.000000Z"",""created_at"":""2024-09-09T17:27:52.000000Z"",""id"":6}"
41,9cf8a234-d642-4fde-9924-b055aadacc0a,2,Create,App\Models\ObjectItem,4,App\Models\ObjectItem,4,App\Models\ObjectItem,4.0,,finished,,2024-09-10 00:21:11,2024-09-10 00:21:11,,"{""name"":""Frakeh"",""path"":""3dobjects\/08-09-2024.usdz"",""menu_item_id"":22,""updated_at"":""2024-09-09T21:21:11.000000Z"",""created_at"":""2024-09-09T21:21:11.000000Z"",""id"":4}"
42,9cf8a246-a6d6-4d99-b5d6-7afbcc379346,2,Delete,App\Models\ObjectItem,4,App\Models\ObjectItem,4,App\Models\ObjectItem,4.0,,finished,,2024-09-10 00:21:23,2024-09-10 00:21:23,,
43,9cfa72a0-0931-44da-b57a-b6188f20aefe,2,Create,App\Models\Bot,5,App\Models\Bot,5,App\Models\Bot,5.0,,finished,,2024-09-10 21:59:48,2024-09-10 21:59:48,,"{""name"":""Rico Cafe"",""phone_number"":""05466900021"",""phone_number_id"":""4581311940394391"",""access_token"":""token"",""status"":true,""main_language"":""French"",""main_location"":""Rue des Aliz\u00e9s, Abidjan ; https:\/\/maps.app.goo.gl\/bGDUJB3gD2R9Qu8Q6"",""opening_hours"":""everyday from 11\u202fAM\u20132\u202fAM"",""unavailable_message"":null,""category_id"":1,""updated_at"":""2024-09-10T18:59:48.000000Z"",""created_at"":""2024-09-10T18:59:48.000000Z"",""id"":5}"
44,9cfa72c0-9355-4527-8e9a-aee742584786,2,Update,App\Models\Bot,2,App\Models\Bot,2,App\Models\Bot,2.0,,finished,,2024-09-10 22:00:09,2024-09-10 22:00:09,"{""phone_number"":""0546690002"",""phone_number_id"":""458131194039439"",""status"":1}","{""phone_number"":""0546690002xxx"",""phone_number_id"":""458131194039439xxx"",""status"":true}"
45,9cfa72d5-6844-4cf4-90df-84cd19e7d7c8,2,Update,App\Models\Bot,5,App\Models\Bot,5,App\Models\Bot,5.0,,finished,,2024-09-10 22:00:23,2024-09-10 22:00:23,"{""phone_number"":""05466900021"",""phone_number_id"":""4581311940394391"",""status"":1}","{""phone_number"":""0546690002"",""phone_number_id"":""458131194039439"",""status"":true}"
46,9cfa741b-e45a-41fb-92e9-fe306b1bf7fd,2,Create,App\Models\Menu,2,App\Models\Menu,2,App\Models\Menu,2.0,,finished,,2024-09-10 22:03:57,2024-09-10 22:03:57,,"{""name"":""Rico Menu"",""path"":""menus\/f6LV9ybm2WpqfQSGG8q3yFIjvLY54hCRNz8JggY5.pdf"",""bot_id"":5,""currency"":""FCFA"",""updated_at"":""2024-09-10T19:03:57.000000Z"",""created_at"":""2024-09-10T19:03:57.000000Z"",""id"":2}"
47,9cfa77e1-bde2-48c1-8332-f6e42bb9001d,2,Update,App\Models\Bot,5,App\Models\Bot,5,App\Models\Bot,5.0,,finished,,2024-09-10 22:14:30,2024-09-10 22:14:30,"{""access_token"":""token"",""status"":1}","{""access_token"":""EAAL3iLldX6YBO7mONEWr1XcDjlCAiocZArCMzTlNTj5J54du1DwlZASCZCZCZB6J6ZCiJzL09X82b99qMhfJmnprFz5goZAgIXHbUyp5IJZBZAdfavVPwA0IA0U7618XWg0809C3yuC1HnpZCMVaPGSqBA3llGSuoZAd3mo8oEkZBSkDoipMcOYp9Kcs531ThNMw93SJZCw87ywZDZD"",""status"":true}"
48,9cfbb1b5-4a47-4e4b-af28-3083da0ae0fc,2,Update,App\Models\Bot,1,App\Models\Bot,1,App\Models\Bot,1.0,,finished,,2024-09-11 12:52:01,2024-09-11 12:52:01,"{""access_token"":""EAAIaUOluvNEBO7mSLZC9SXcYsYVDS6Obs3t0gpzfe1XumsVIbyRgjxkh0qMnzPTPlmYagMm8L5JWwLvh8mCbpiOePA0hZCelnyKsEJ8go7rYvs67dlC9pGDXgZBz5vzB37QcXIxrm32x1vpjOiiLeYYYuDwQV20zz4sV81zWdmLKH9T0loYVASuPupZA88zYNcC6NV1Y0vw7Bot9pQn7qESZAiYZCPRrFIp5TEkEgtFwZDZD"",""status"":1}","{""access_token"":""EAAIaUOluvNEBO38EJ2JK8H1SN7ceclmm0fCsVAn5wauJsTtGefK482jZCutDZCmZCbasGPSm69O2VMQXxSNe96rjZAChu0ygBkjKTfufemnx3OX8iT4AHedzmVdvYjjV32xOfbMl3xBHjsW0AoaEaZCDMhzwqECgMZBZBrKYT88hzz3jzYinLcu2ZCxxZBrIAZA89bZBTcmUgZDZD"",""status"":true}"
49,9cfbc2af-2b38-47ca-8d3c-56a84c81b6c7,2,Create,App\Models\Bot,7,App\Models\Bot,7,App\Models\Bot,7.0,,finished,,2024-09-11 13:39:29,2024-09-11 13:39:29,,"{""name"":""Push Bot"",""phone_number"":""0546690002yyy"",""phone_number_id"":""458131194039439yyy"",""access_token"":""EAAL3iLldX6YBO7mONEWr1XcDjlCAiocZArCMzTlNTj5J54du1DwlZASCZCZCZB6J6ZCiJzL09X82b99qMhfJmnprFz5goZAgIXHbUyp5IJZBZAdfavVPwA0IA0U7618XWg0809C3yuC1HnpZCMVaPGSqBA3llGSuoZAd3mo8oEkZBSkDoipMcOYp9Kcs531ThNMw93SJZCw87ywZDZD"",""status"":true,""main_language"":""French"",""main_location"":""Boulevard angoulevant ; https:\/\/maps.app.goo.gl\/ynnUqp2JDWqfMkcP6"",""opening_hours"":""from monday to Friday 8\u202fAM\u20135\u202fPM"",""unavailable_message"":null,""category_id"":1,""updated_at"":""2024-09-11T10:39:29.000000Z"",""created_at"":""2024-09-11T10:39:29.000000Z"",""id"":7}"
50,9cfbc2c2-fe25-4420-93e7-134817de34d7,2,Create,App\Models\Category,3,App\Models\Category,3,App\Models\Category,3.0,,finished,,2024-09-11 13:39:42,2024-09-11 13:39:42,,"{""name"":""Fintech"",""updated_at"":""2024-09-11T10:39:42.000000Z"",""created_at"":""2024-09-11T10:39:42.000000Z"",""id"":3}"
52,9cfbc2ef-ff17-42dc-acc6-9d0ca538b5f0,2,Update,App\Models\Bot,5,App\Models\Bot,5,App\Models\Bot,5.0,,finished,,2024-09-11 13:40:12,2024-09-11 13:40:12,"{""phone_number"":""0546690002"",""phone_number_id"":""458131194039439"",""status"":1}","{""phone_number"":""0546690002xxxxx"",""phone_number_id"":""458131194039439xxxxxx"",""status"":true}"
